GPS Time,Device Time,Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),AccX,AccY,AccZ,Actual engine % torque(%),Air Fuel Ratio,Ambient air temp(°C),Barometric pressure (from vehicle)(psi),CO₂ in g/km (Average) ,CO₂ in g/km (Instantaneous),Engine Coolant Temperature(°C),Engine Load(%),Engine Load(Absolute)(%),Engine RPM,Fuel used (trip)(gal),GPS Latitude(°),GPS Longitude(°),GPS Satellites,Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Torque(Nm),Trip Distance(km)
Sun Aug 29 15:22:15 CST 2021,29-Aug.-2021 15:22:13.617,-104.05269285,50.51661011,33.15,3.7900925,671.7885742188,67.8,0.43698925,-1.22931266,11.48435211,0.01155618,28.62745094,0.27858332,-0.15510051,0.00768335,-0,-0,24,13.48850918,231.78225708,202.02061462,90,79.21569061,65.88235474,2388,0.16204311,50.51660919,-104.05269623,16,30,11.45798111,-0,119.34000397,118,27.05882454,-0,8.29586411
Sun Aug 29 15:22:15 CST 2021,29-Aug.-2021 15:22:14.112,-104.05269285,50.51661011,33.15,3.7900925,671.7885742188,67.8,0.85005027,-0.85363948,10.0337038,-0.00586704,28.62745094,0.23794071,-0.17912631,0.18241923,-0,-0,24,13.48850918,231.78225708,202.02061462,90,79.21569061,65.88235474,2388,0.16204311,50.51660919,-104.05269623,16,30,11.45798111,-0,119.34000397,118,27.05882454,-0,8.29586411
Sun Aug 29 15:22:16 CST 2021,29-Aug.-2021 15:22:14.618,-104.05225645,50.5167217,33.13,3.7900925,671.7612304688,67.8,1.01994061,-0.79351979,9.69601631,0.00392854,28.62745094,0.25464898,-0.10457927,0.074669,-0,-0,24,13.48850918,231.78225708,202.02061462,90,79.21569061,65.88235474,2388,0.16204311,50.51671982,-104.05225372,16,30,11.45798111,-0,119.26799774,118,27.05882454,-0,8.29586411
Sun Aug 29 15:22:16 CST 2021,29-Aug.-2021 15:22:15.115,-104.05225645,50.5167217,33.13,3.7900925,671.7612304688,67.8,0.59371912,-1.28674042,9.26770115,-0.00182303,28.62745094,0.24489233,-0.10738432,0.07344945,-0,-0,24,13.48850918,231.78225708,202.02061462,90,79.21569061,65.88235474,2388,0.16204311,50.51671982,-104.05225372,16,30,11.45798111,-0,119.26799774,118,27.05882454,-0,8.29586411
Sun Aug 29 15:22:17 CST 2021,29-Aug.-2021 15:22:15.609,-104.05182688,50.51683248,33.09,3.7900925,671.6599121094,67.8,0.69780689,-1.04626167,10.00139999,-0.03563228,28.62745094,0.22245201,-0.0682052,-0.05844857,-0,-0,24,13.48850918,231.78225708,202.02061462,90,79.21569061,65.88235474,2388,0.16204311,50.51683426,-104.05182648,16,30,11.45798111,-0,119.12400055,118,27.05882454,-0,8.29586411
Sun Aug 29 15:22:17 CST 2021,29-Aug.-2021 15:22:16.109,-104.05182688,50.51683248,33.09,3.7900925,671.6599121094,67.8,1.19700956,-1.25204444,9.30957603,-0.00626819,28.62745094,0.26346049,-0.18168743,0.00865909,-0,-0,24,13.48850918,231.60752869,180.93338013,90,79.21569061,54.11764526,2388,0.16204311,50.51683426,-104.05182648,16,30,10.29767895,-0,119.12400055,118,27.05882454,-0,8.29586411
Sun Aug 29 15:22:18 CST 2021,29-Aug.-2021 15:22:16.610,-104.05139424,50.51695111,33.08,3.7900925,671.3078613281,67.7,0.59371912,-1.09890378,9.43519878,-0.02300709,28.62745094,0.22733033,-0.11238461,-0.00536614,-0,-0,24,13.48850918,231.60752869,180.93338013,90,65.88235474,54.11764526,2364,0.16204311,50.51695251,-104.0513916,16,30,10.29767895,-0,119.08800507,117,27.05882454,-0,8.45830822
Sun Aug 29 15:22:18 CST 2021,29-Aug.-2021 15:22:17.110,-104.05139424,50.51695111,33.08,3.7900925,671.3078613281,67.7,0.73728848,-1.32382917,9.98106098,0.00956246,24.31372643,0.25220984,-0.13604453,0.04015474,-0,-0,24,13.48850918,231.43299866,180.64584351,90,65.88235474,49.41176605,2364,0.16251135,50.51695251,-104.0513916,16,30,10.29767895,-0,119.08800507,117,24.31372643,-0,8.45830822
Sun Aug 29 15:22:19 CST 2021,29-Aug.-2021 15:22:17.610,-104.05096847,50.51706422,33.07,3.7900925,671.7099609375,67.6,0.58893347,-1.30109727,9.04606628,-0.01231345,23.52941132,0.24257512,-0.12775135,-0.03649598,-0,-0,24,13.48850918,231.43299866,180.64584351,90,66.27451324,45.09803772,2353,0.16251135,50.51706314,-104.05097198,16,30,10.29767895,-0,119.05199432,117,23.92156982,-0,8.4857378
Sun Aug 29 15:22:19 CST 2021,29-Aug.-2021 15:22:18.110,-104.05096847,50.51706422,33.07,3.7900925,671.7099609375,67.6,0.79351979,-1.73928297,11.00937653,-0.01064298,23.52941132,0.21062203,-0.14116678,-0.20757309,-0,-0,24,13.48850918,231.23086548,172.20787048,90,60.7843132,45.09803772,2354,0.1628004,50.51706314,-104.05097198,16,30,9.86256599,-0,119.05199432,117,23.13725471,-0,8.50722027
Sun Aug 29 15:22:20 CST 2021,29-Aug.-2021 15:22:18.615,-104.05053488,50.51717792,33.03,3.7900925,671.408203125,67.8,0.60089761,-1.60289204,9.63739204,-0.02764473,23.13725471,0.28199816,-0.12104365,-0.0503993,-0,-0,24,13.48850918,231.02174377,169.74751282,90,60.7843132,45.49019623,2356,0.16312385,50.51717758,-104.05053711,16,30,9.71752834,-0,118.9079895,117,23.13725471,-0,8.52958012
Sun Aug 29 15:22:20 CST 2021,29-Aug.-2021 15:22:19.113,-104.05053488,50.51717792,33.03,3.7900925,671.408203125,67.8,0.96849495,-1.64237368,10.89781189,0.01986241,23.13725471,0.24855109,-0.08125474,0.12189736,-0,-0,24,13.48850918,231.02174377,169.74751282,90,57.64706039,45.49019623,2356,0.16312385,50.51717758,-104.05053711,16,30,9.71752834,-0,118.9079895,117,22.74509811,-0,8.52958012
Sun Aug 29 15:22:21 CST 2021,29-Aug.-2021 15:22:19.613,-104.05010292,50.5172887,32.95,3.7900925,670.9765625,67.8,0.78394854,-1.53110743,9.10947609,0.02711142,22.35294151,0.25025851,-0.06649778,0.00975664,-0,-0,24,13.48850918,230.80592346,167.35603333,90,57.64706039,43.52941132,2350,0.16352823,50.51728821,-104.05010223,15,30,9.57249069,-0,118.62000275,117,22.74509811,-0,8.52958012
Sun Aug 29 15:22:21 CST 2021,29-Aug.-2021 15:22:20.115,-104.05010292,50.5172887,32.95,3.7900925,670.9765625,67.8,0.66670018,-1.21974134,9.31555748,-0.01742628,22.35294151,0.25781992,-0.12897095,-0.01256167,-0,-0,24,13.48850918,230.80592346,167.35603333,90,57.64706039,43.52941132,2350,0.16352823,50.51728821,-104.05010223,15,30,9.57249069,-0,118.62000275,117,22.74509811,-0,8.57270718
Sun Aug 29 15:22:22 CST 2021,29-Aug.-2021 15:22:20.615,-104.04967679,50.51739832,32.93,3.7900925,670.4921875,67.9,0.60927248,-1.27597272,9.77617645,0.01372969,22.35294151,0.24428254,-0.14384985,0.02930045,-0,-0,24,13.48850918,230.80592346,167.35603333,90,59.2156868,43.52941132,2350,0.16352823,50.51739883,-104.04967499,16,30,9.57249069,-0,118.54799652,117,22.74509811,-0,8.57270718
Sun Aug 29 15:22:22 CST 2021,29-Aug.-2021 15:22:21.112,-104.04967679,50.51739832,32.93,3.7900925,670.4921875,67.9,0.71336025,-1.19820595,9.47228718,-0.03456194,22.35294151,0.24977067,-0.1232389,-0.01170803,-0,-0,24,13.48850918,230.80592346,167.35603333,90,59.2156868,43.52941132,2350,0.16352823,50.51739883,-104.04967499,16,30,9.57249069,-0,118.54799652,117,22.35294151,-0,8.57270718
Sun Aug 29 15:22:23 CST 2021,29-Aug.-2021 15:22:21.614,-104.04924824,50.51750912,32.86,3.7900925,670.0576171875,67.9,0.92542416,-1.13359976,8.62702274,-0.00108192,22.74509811,0.24452646,-0.1527833,-0.00841508,-0,-0,24,13.48850918,230.80592346,167.35603333,89,59.2156868,43.92156982,2350,0.16352823,50.51750946,-104.04924774,16,30,9.57249069,-0,118.29599762,117,22.35294151,-0,8.57270718
Sun Aug 29 15:22:23 CST 2021,29-Aug.-2021 15:22:22.117,-104.04924824,50.51750912,32.86,3.7900925,670.0576171875,67.9,1.27238345,-1.65074849,9.20518875,-0.02953481,22.35294151,0.25964931,-0.10043269,-0.08857223,-0,-0,24,13.48850918,230.58157349,164.40058899,89,57.25490189,43.92156982,2372,0.16456579,50.51750946,-104.04924774,16,30,9.42745304,-0,118.29599762,117,22.35294151,-0,8.63387203
Sun Aug 29 15:22:24 CST 2021,29-Aug.-2021 15:22:22.614,-104.04882339,50.5176215,32.86,3.7900925,670.119140625,68,0.91704929,-1.10608232,9.43280602,-0.00783722,22.35294151,0.27053407,-0.11384811,-0.01573261,-0,-0,24,13.48850918,230.37252808,168.49258423,89,57.25490189,43.92156982,2370,0.16483586,50.51762009,-104.0488205,16,30,9.57249069,-0,118.29599762,116,22.35294151,-0,8.65400028
Sun Aug 29 15:22:24 CST 2021,29-Aug.-2021 15:22:23.115,-104.04882339,50.5176215,32.86,3.7900925,670.119140625,68,1.16470647,-1.54067862,9.89372349,0.03437948,22.35294151,0.26638746,-0.1100674,-0.02975785,-0,-0,24,13.48850918,230.16926575,169.80180359,89,57.25490189,43.13725662,2353,0.16515574,50.51762009,-104.0488205,16,30,9.57249069,-0,118.29599762,116,22.35294151,-0,8.67655563
Sun Aug 29 15:22:25 CST 2021,29-Aug.-2021 15:22:23.612,-104.0483911,50.51773212,32.76,3.7900925,670.0874023438,68.1,0.15314065,-1.20179522,9.59671402,-0.00348866,22.35294151,0.20449363,-0.12397064,0.00646379,-0,-0,24,13.48850918,230.16926575,169.80180359,89,58.4313736,43.13725662,2353,0.16515574,50.51773071,-104.04839325,15,30,9.57249069,-0,117.93598938,116,22.35294151,-0,8.67655563
Sun Aug 29 15:22:25 CST 2021,29-Aug.-2021 15:22:24.113,-104.0483911,50.51773212,32.76,3.7900925,670.0874023438,68.1,0.45134616,-1.27716911,9.77976513,-0.00843453,22.35294151,0.21550037,-0.12836114,0.00402468,-0,-0,24,13.48850918,230.16926575,169.80180359,89,58.4313736,43.92156982,2353,0.16515574,50.51773071,-104.04839325,15,30,9.57249069,-0,117.93598938,116,22.35294151,-0,8.67655563
Sun Aug 29 15:22:26 CST 2021,29-Aug.-2021 15:22:24.614,-104.04796729,50.51784404,32.66,3.7900925,669.7796630859,67.6,0.59970117,-1.35134661,9.61824989,-0.00122327,22.35294151,0.22379355,-0.14214244,0.01280568,-0,-0,24,13.48850918,229.96330261,168.58381653,89,58.4313736,43.92156982,2353,0.16588488,50.51784515,-104.047966,15,30,9.57249069,-0,117.5759964,116,22.35294151,-0,8.67655563
Sun Aug 29 15:22:26 CST 2021,29-Aug.-2021 15:22:25.111,-104.04796729,50.51784404,32.66,3.7900925,669.7796630859,67.6,0.73489565,-1.21017003,7.91246605,-0.00894278,22.35294151,0.26208845,-0.1232389,0.09445672,-0,-0,24,13.48850918,229.96330261,168.58381653,89,58.4313736,43.92156982,2326,0.16588488,50.51784515,-104.047966,15,30,9.57249069,-0,117.5759964,116,22.35294151,-0,8.73297691
Sun Aug 29 15:22:27 CST 2021,29-Aug.-2021 15:22:25.610,-104.04754986,50.51795187,32.62,3.7900925,670.1099853516,67.7,0.28743783,-1.07258272,8.07278538,-0.01486076,23.13725471,0.23440391,-0.13275166,0.04503316,-0,-0,24,13.48850918,229.76908875,171.69935608,89,58.4313736,46.66666794,2326,0.16636248,50.51795197,-104.04754639,15,30,9.86256599,-0,117.43199158,116,22.74509811,-0,8.73297691
Sun Aug 29 15:22:27 CST 2021,29-Aug.-2021 15:22:26.111,-104.04754986,50.51795187,32.62,3.7900925,670.1099853516,67.7,0.33649069,-1.42223394,9.36102104,-0.00802664,22.74509811,0.26333854,-0.0889686,-0.05137495,-0,-0,24,13.48850918,229.76908875,171.69935608,89,60.39215851,45.88235474,2324,0.16636248,50.51795197,-104.04754639,15,30,9.86256599,-0,117.43199158,116,22.74509811,-0,8.76110649
Sun Aug 29 15:22:28 CST 2021,29-Aug.-2021 15:22:26.613,-104.04712502,50.51806381,32.55,3.7900925,669.8310546875,67.7,1.24965167,-1.44616222,9.49741173,0.01843896,22.74509811,0.23476979,-0.13750802,0.18388268,-0,-0,24,13.48850918,229.57566833,171.55171204,89,59.60784531,45.88235474,2329,0.16664657,50.51806259,-104.04712677,15,30,9.86256599,-0,117.17999268,115,22.35294151,-0,8.78122234
Sun Aug 29 15:22:28 CST 2021,29-Aug.-2021 15:22:27.115,-104.04712502,50.51806381,32.55,3.7900925,669.8310546875,67.7,0.70378894,-1.59930289,9.18484974,-0.04012626,21.96078491,0.2452582,-0.09884723,0.03308122,-0,-0,24,13.48850918,229.37281799,168.31530762,89,59.60784531,43.52941132,2342,0.16696452,50.51806259,-104.04712677,15,30,9.57249069,-0,117.17999268,115,22.35294151,-0,8.80380726
Sun Aug 29 15:22:29 CST 2021,29-Aug.-2021 15:22:27.611,-104.04669983,50.51817044,32.49,3.7900925,669.6755371094,67.8,0.44177487,-1.62323105,9.54167938,-0.0318253,22.74509811,0.22733033,-0.11055522,-0.03527642,-0,-0,24,13.48850918,229.37281799,168.31530762,89,59.60784531,43.52941132,2342,0.16696452,50.5181694,-104.04669952,15,30,9.57249069,-0,116.96400452,115,22.35294151,-0,8.80380726
Sun Aug 29 15:22:29 CST 2021,29-Aug.-2021 15:22:28.116,-104.04669983,50.51817044,32.49,3.7900925,669.6755371094,67.8,0.27876383,-1.24965167,10.34836006,-0.01652282,22.74509811,0.2054693,-0.12848312,0.07759603,-0,-0,24,13.48850918,229.24212646,189.77053833,89,59.60784531,47.05882263,2342,0.1675221,50.5181694,-104.04669952,15,30,10.73279285,-0,116.96400452,115,22.35294151,-0,8.80380726
Sun Aug 29 15:22:30 CST 2021,29-Aug.-2021 15:22:28.613,-104.04627069,50.51828139,32.41,3.7900925,669.8955078125,67.8,0.06699903,-0.69900334,8.63898659,-0.10965699,22.74509811,0.14141068,-0.16241801,-0.05503371,-0,-0,24,13.48850918,229.24212646,189.77053833,89,59.60784531,47.05882263,2365,0.1675221,50.51828003,-104.04627228,15,30,10.73279285,-0,116.67599487,115,22.35294151,-0,8.84696388
Sun Aug 29 15:22:30 CST 2021,29-Aug.-2021 15:22:29.114,-104.04627069,50.51828139,32.41,3.7900925,669.8955078125,67.8,-0.33888352,-0.70618176,8.94915676,-0.00525453,22.74509811,0.22537899,-0.10396948,0.01451306,-0,-0,24,13.48850918,229.24212646,189.77053833,89,79.21569061,47.05882263,2365,0.1675221,50.51828003,-104.04627228,15,30,10.73279285,-0,116.67599487,115,26.27450943,-0,8.84696388
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:29.612,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.01036942,-1.39561379,8.98504925,-0.0118933,26.27450943,0.28004685,-0.14336202,-0.0613755,-0,-0,24,13.48850918,229.14396667,199.40316772,89,79.21569061,59.2156868,2336,0.16832413,50.51839066,-104.04584503,15,30,11.16790581,-0,116.63999939,115,26.27450943,-0,8.84696388
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:30.117,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.84287179,-1.4162519,10.61186886,0.06247826,25.88235283,0.26528987,-0.14128873,0.08823684,-0,-0,24,13.48850918,229.14396667,199.40316772,89,79.21569061,58.03921509,2336,0.16832413,50.51839066,-104.04584503,15,30,11.16790581,-0,116.63999939,115,26.27450943,-0,8.88833237
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:30.615,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.46929234,-1.07138634,11.10867882,-0.02847362,26.27450943,0.18985863,-0.13372731,-0.1553444,-0,-0,24,13.48850918,229.03004456,194.40016174,89,77.64705658,58.03921509,2323,0.16867377,50.51839066,-104.04584503,15,30,11.02286816,-0,116.63999939,115,25.88235283,-0,8.90858555
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:31.115,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.61525452,-1.26879418,10.13898754,0.05029154,26.27450943,0.26468006,-0.16119842,0.09531046,-0,-0,24,13.48850918,228.92166138,195.86196899,89,78.8235321,59.2156868,2299,0.16894954,50.51839066,-104.04584503,15,30,11.16790581,-0,116.63999939,115,25.88235283,-0,8.9256115
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:31.616,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.47048876,-1.13120687,8.967103,-0.03561951,25.88235283,0.20059097,-0.14827085,-0.05417997,-0,-0,24,13.48850918,228.92166138,195.86196899,89,78.8235321,59.2156868,2299,0.16894954,50.51839066,-104.04584503,15,30,11.16790581,-0,116.63999939,115,26.27450943,-0,8.9256115
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:32.115,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.63439709,-1.05583298,9.09033298,-0.02755857,25.88235283,0.24477036,-0.13250773,0.01463496,-0,-0,24,13.48850918,228.80738831,193.83842468,89,78.8235321,59.2156868,2299,0.16957986,50.51839066,-104.04584503,15,30,11.16790581,-0,116.63999939,115,26.27450943,-0,8.9256115
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:32.616,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.91465646,-1.2460624,10.03848934,-0.01529872,25.88235283,0.24489233,-0.08503545,-0.05796065,-0,-0,24,13.48850918,228.80738831,193.83842468,89,77.64705658,59.2156868,2313,0.16957986,50.51839066,-104.04584503,15,30,11.16790581,-0,116.63999939,115,25.88235283,-0,8.97304916
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:33.114,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.59850478,-0.98524475,9.48425198,-0.00789076,26.27450943,0.33166569,-0.10555494,0.05576545,-0,-0,24,13.48850918,228.69767761,195.01882935,89,77.64705658,59.2156868,2343,0.17011246,50.51839066,-104.04584503,15,30,11.16790581,-0,116.63999939,115,25.88235283,-0,8.97304916
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:33.613,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.57816577,-1.69501579,9.77617645,-0.01246026,26.27450943,0.23598938,-0.1738821,0.01926947,-0,-0,24,13.48850918,228.59687805,197.54824829,89,77.2549057,58.82352829,2343,0.17040426,50.51839066,-104.04584503,15,30,11.16790581,-0,116.63999939,115,26.27450943,-0,8.99735928
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:34.114,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.66789663,-0.87876409,9.37418175,-0.02611125,26.66666794,0.25172198,-0.15205155,-0.01804982,-0,-0,24,13.48850918,228.59687805,197.54824829,89,79.60784149,58.82352829,2349,0.17040426,50.51839066,-104.04584503,15,30,11.16790581,-0,116.63999939,115,26.66666794,-0,9.01559925
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:34.616,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.17547417,-1.37766767,8.81276608,-0.00830429,26.66666794,0.25038046,-0.10055465,-0.05308233,-0,-0,24,13.48850918,228.50663757,200.62626648,89,79.60784149,60.7843132,2349,0.17092605,50.51839066,-104.04584503,15,30,11.31294346,-0,116.63999939,115,26.66666794,-0,9.01559925
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:35.113,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.39441741,-1.04506528,11.6521492,0.20779979,26.66666794,0.31919545,-0.10762823,0.21050012,-0,-0,24,13.48850918,228.50663757,200.62626648,89,81.17647552,60.7843132,2360,0.17092605,50.51839066,-104.04584503,15,30,11.31294346,-0,116.63999939,115,26.66666794,-0,9.05013084
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:35.616,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.83659059,-1.60887408,9.41725254,-0.01201409,26.66666794,0.30260912,-0.17290643,0.07369336,-0,-0,24,13.48850918,228.50663757,200.62626648,89,81.17647552,60.7843132,2360,0.17092605,50.51839066,-104.04584503,15,30,11.31294346,-0,116.63999939,115,27.05882454,-0,9.05013084
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:36.115,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.94456673,-1.47726893,10.31605625,0.01931333,26.66666794,0.18473639,-0.1167751,0.04003283,-0,-0,24,13.48850918,228.50663757,200.62626648,89,81.17647552,60.7843132,2360,0.17092605,50.51839066,-104.04584503,15,30,11.31294346,-0,116.63999939,115,27.05882454,-0,9.05013084
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:36.616,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.50957203,-0.89910311,9.58953571,-0.03267586,27.84313774,0.27821746,-0.08552328,-0.08186453,-0,-0,24,13.48850918,228.50663757,200.62626648,89,81.17647552,63.13725662,2360,0.17092605,50.51839066,-104.04584503,15,30,11.31294346,-0,116.63999939,115,27.05882454,-0,9.05013084
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:37.114,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.24965167,-1.26640141,9.03051281,-0.00419311,27.84313774,0.32532385,-0.12299497,0.00682971,-0,-0,24,13.48850918,228.43663025,206.73413086,89,81.17647552,63.13725662,2325,0.17228317,50.51839066,-104.04584503,15,30,11.60301876,-0,116.63999939,115,27.05882454,-0,9.05013084
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:37.617,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.59092796,-0.98165548,9.56321526,-0.00482161,27.45098114,0.28187621,-0.15619814,-0.03109941,-0,-0,24,13.48850918,228.43663025,206.73413086,89,82.74510193,63.13725662,2325,0.17228317,50.51839066,-104.04584503,15,30,11.60301876,-0,116.63999939,115,27.45098114,-0,9.12686157
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:38.114,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.2987045,-0.750449,9.41366291,-0.01444763,27.45098114,0.23903833,-0.1343371,0.02244032,-0,-0,24,13.48850918,228.35725403,203.66815186,89,82.74510193,61.96078491,2296,0.17271332,50.51839066,-104.04584503,15,30,11.60301876,-0,116.63999939,116,27.45098114,-0,9.15153408
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:38.615,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.29631162,-1.06779706,9.46510887,-0.02337473,27.84313774,0.2680949,-0.14275223,-0.00743944,-0,-0,24,13.48850918,228.27267456,201.88633728,89,82.74510193,62.74509811,2348,0.17309041,50.51839066,-104.04584503,15,30,11.74805641,-0,116.63999939,116,27.84313774,-0,9.15153408
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:39.114,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.97686982,-0.87996054,10.28495026,0.06375456,28.23529434,0.3126097,-0.1299466,-0.01195194,-0,-0,24,13.48850918,228.27267456,201.88633728,89,83.52941132,63.13725662,2348,0.17309041,50.51839066,-104.04584503,15,30,11.74805641,-0,116.63999939,116,27.84313774,34.57393265,9.17421818
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:39.613,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.19142582,-0.92662054,10.00977516,-0.03296818,28.23529434,0.27870527,-0.14436817,-0.07064432,-0,-0,24,13.48850918,228.20320129,206.4586792,89,83.52941132,63.13725662,2346,0.17359111,50.51839066,-104.04584503,15,30,11.74805641,-0,116.63999939,116,27.84313774,34.57393265,9.20395947
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:40.114,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.13639089,-0.93020982,9.40050316,0.01805899,28.23529434,0.19193193,-0.17656519,0.12336083,-0,-0,24,13.48850918,228.20320129,206.4586792,89,82.35294342,63.13725662,2346,0.17359111,50.51839066,-104.04584503,15,30,11.74805641,-0,116.63999939,116,27.45098114,34.57393265,9.20395947
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:40.615,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.12442677,-1.17308128,9.06281567,-0.0480876,27.84313774,0.18973666,-0.12067777,-0.05344824,-0,-0,24,13.48850918,228.20320129,206.4586792,89,82.35294342,62.74509811,2346,0.17359111,50.51839066,-104.04584503,15,30,11.74805641,-0,116.63999939,116,27.45098114,34.57393265,9.20395947
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:41.114,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.93379903,-1.01635146,10.15573788,0.02923366,27.84313774,0.26062497,-0.14080089,0.04991148,-0,-0,24,13.48850918,228.12553406,203.7361145,89,83.52941132,62.74509811,2393,0.17427357,50.51839066,-104.04584503,15,30,11.60301876,-0,116.63999939,116,27.84313774,34.57393265,9.24362469
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:41.612,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.20897365,-0.78035927,9.33111095,-0.06506738,27.84313774,0.27297324,-0.11250656,0.00365876,-0,-0,24,13.48850918,228.06126404,207.8177948,89,83.13725281,62.74509811,2379,0.17464891,50.51839066,-104.04584503,15,30,11.60301876,-0,116.63999939,116,27.84313774,34.57393265,9.26582623
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:42.112,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.86081797,-0.97447699,9.30359364,-0.02865206,27.84313774,0.26480204,-0.10043269,-0.02890411,-0,-0,24,13.48850918,228.00172424,209.18449402,89,83.13725281,62.74509811,2379,0.17507942,50.51839066,-104.04584503,15,30,11.74805641,-0,116.63999939,116,27.84313774,34.57393265,9.26582623
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:42.616,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.75882387,-0.83180499,8.91804981,0.01244565,27.84313774,0.27419284,-0.13933741,-0.05052121,-0,-0,24,13.48850918,228.00172424,209.18449402,89,83.52941132,62.74509811,2293,0.17507942,50.51839066,-104.04584503,15,30,11.74805641,-0,116.63999939,117,27.84313774,34.85662079,9.29236221
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:43.114,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,0.91824567,-1.7775681,9.09152985,-0.0442549,28.23529434,0.33434877,-0.14766106,0.03978892,-0,-0,24,13.48850918,227.91334534,199.89927673,89,83.52941132,63.52941132,2308,0.17555055,50.51839066,-104.04584503,15,30,11.74805641,-0,116.63999939,117,28.23529434,34.85662079,9.29236221
Sun Aug 29 15:22:31 CST 2021,29-Aug.-2021 15:22:43.615,-104.04584823,50.51839115,32.4,3.7900925,669.7000732422,67.6,1.21495569,-1.49401867,9.53569698,-0.02020862,28.23529434,0.30565807,-0.11214069,0.00243921,-0,-0,24,13.48850918,227.91334534,199.89927673,89,84.31372833,62.35293961,2308,0.17555055,50.51839066,-104.04584503,15,30,11.74805641,-0,116.63999939,117,27.84313774,34.85662079,9.31891441
