GPS Time,Device Time,Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),AccX,AccY,AccZ,Actual engine % torque(%),Air Fuel Ratio,Ambient air temp(°C),Barometric pressure (from vehicle)(psi),CO₂ in g/km (Average) ,CO₂ in g/km (Instantaneous),Engine Coolant Temperature(°C),Engine Load(%),Engine Load(Absolute)(%),Engine RPM,Fuel used (trip)(gal),GPS Latitude(°),GPS Longitude(°),GPS Satellites,Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Torque(Nm),Trip Distance(km)
Sun Aug 29 15:29:32 CST 2021,29-Aug.-2021 15:29:31.116,-103.85076847,50.52738209,33.22,3.7900925,634.9024658203,89.7,0.06101698,-0.85363948,8.57198811,-0.03138115,24.70588303,0.1527833,-0.1937613,-0.05735092,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.5273819,-103.85076904,15,28,10.73279285,-0,119.59200287,118,24.70588303,-0,13.88125229
Sun Aug 29 15:29:33 CST 2021,29-Aug.-2021 15:29:31.617,-103.85030242,50.52737663,33.33,3.7900925,634.5671386719,90,0.49920264,-1.28434753,9.67208862,-0.00269046,24.70588303,0.28151029,-0.10153031,0.00939082,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737808,-103.85030365,15,28,10.73279285,-0,119.98800659,118,24.70588303,-0,13.88125229
Sun Aug 29 15:29:33 CST 2021,29-Aug.-2021 15:29:32.115,-103.85030242,50.52737663,33.33,3.7900925,634.5671386719,90,0.54705906,-1.71056914,10.55085278,0.09779763,24.70588303,0.16839397,-0.15546639,-0.20806091,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737808,-103.85030365,15,28,10.73279285,-0,119.98800659,118,24.70588303,-0,13.88125229
Sun Aug 29 15:29:34 CST 2021,29-Aug.-2021 15:29:32.617,-103.84983411,50.52737652,33.16,3.7900925,634.0307617188,89.8,0.41545382,-1.53230381,10.99741268,0.01627777,24.70588303,0.20303014,-0.11079915,-0.10970151,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737808,-103.84983063,15,28,10.73279285,-0,119.37599945,118,24.70588303,-0,13.88125229
Sun Aug 29 15:29:34 CST 2021,29-Aug.-2021 15:29:33.116,-103.84983411,50.52737652,33.16,3.7900925,634.0307617188,89.8,0.24646074,-1.22691977,8.88335419,-0.04230592,24.70588303,0.24233121,-0.18522422,-0.21257336,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737808,-103.84983063,15,28,10.73279285,-0,119.37599945,118,24.70588303,-0,13.88125229
Sun Aug 29 15:29:35 CST 2021,29-Aug.-2021 15:29:33.615,-103.84936755,50.52737047,33.09,3.7900925,633.3624267578,89.9,0.84526461,-2.01595306,9.8638134,-0.04925632,24.70588303,0.1674183,-0.1203119,-0.01268367,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737045,-103.84936523,15,28,10.73279285,-0,119.12400055,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:35 CST 2021,29-Aug.-2021 15:29:34.117,-103.84936755,50.52737047,33.09,3.7900925,633.3624267578,89.9,0.42023948,-1.24725878,9.68644524,0.00328636,24.70588303,0.18071176,-0.11360419,-0.08747458,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737045,-103.84936523,15,28,10.73279285,-0,119.12400055,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:36 CST 2021,29-Aug.-2021 15:29:34.616,-103.84889646,50.52737426,33.06,3.7900925,634.2663574219,89.8,0.36161533,-1.41984117,9.20159912,-0.0062434,24.70588303,0.21306121,-0.08125474,0.03649607,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737427,-103.84889984,15,28,10.73279285,-0,119.01599884,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:36 CST 2021,29-Aug.-2021 15:29:35.119,-103.84889646,50.52737426,33.06,3.7900925,634.2663574219,89.8,0.2105684,-1.60289204,11.80409336,-0.01617555,24.70588303,0.22257397,-0.13299556,-0.00536614,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737427,-103.84889984,15,28,10.73279285,-0,119.01599884,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:37 CST 2021,29-Aug.-2021 15:29:35.618,-103.84843147,50.52737755,32.92,3.7900925,634.6540527344,89.8,0.85962152,-1.88524508,10.38574791,-0.01041309,25.88235283,0.15912513,-0.15973492,-0.04210613,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737808,-103.84843445,15,28,10.73279285,-0,118.51199341,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:37 CST 2021,29-Aug.-2021 15:29:36.120,-103.84843147,50.52737755,32.92,3.7900925,634.6540527344,89.8,-0.02512464,-1.53708947,8.50020313,-0.01221856,25.88235283,0.24550213,-0.15229547,0.02170858,-0,-0,24,13.48850918,217.66247559,189.98982239,89,70.19608307,51.37254715,2374,0.24784042,50.52737808,-103.84843445,15,28,10.73279285,-0,118.51199341,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:38 CST 2021,29-Aug.-2021 15:29:36.613,-103.84796024,50.52737394,33.07,3.7900925,633.5041503906,89.9,0.49800622,-0.91944212,8.86421108,-0.02357476,25.88235283,0.26968038,-0.14449014,0.05966812,-0,-0,24,13.48850918,217.6159668,195.52030945,89,70.19608307,56.07843018,2374,0.24784042,50.52737427,-103.84796143,15,28,11.16790581,-0,119.05199432,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:38 CST 2021,29-Aug.-2021 15:29:37.113,-103.84796024,50.52737394,33.07,3.7900925,633.5041503906,89.9,0.10648061,-0.96610212,11.31924725,-0.01436777,25.88235283,0.24842913,-0.12055582,0.01475697,-0,-0,24,13.48850918,217.6159668,195.52030945,89,70.19608307,56.07843018,2374,0.24784042,50.52737427,-103.84796143,15,28,11.16790581,-0,119.05199432,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:39 CST 2021,29-Aug.-2021 15:29:37.617,-103.84748326,50.52738555,33.02,3.7900925,632.5,90,-0.14237295,-1.20897365,9.68046284,0.00616307,25.88235283,0.19546871,-0.16253997,0.16961354,-0,-0,24,13.48850918,217.6159668,195.52030945,89,70.19608307,56.07843018,2374,0.24784042,50.52738571,-103.84748077,16,28,11.16790581,-0,118.87200165,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:39 CST 2021,29-Aug.-2021 15:29:38.121,-103.84748326,50.52738555,33.02,3.7900925,632.5,90,1.03190482,-1.4270196,9.84825993,0.02149328,25.88235283,0.25489292,-0.17912631,0.08165114,-0,-0,24,13.48850918,217.6159668,195.52030945,89,70.19608307,56.07843018,2374,0.24784042,50.52738571,-103.84748077,16,28,11.16790581,-0,118.87200165,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:40 CST 2021,29-Aug.-2021 15:29:38.615,-103.84702996,50.52738817,33.05,3.7900925,633.0979003906,89.8,0.19621146,-1.10967147,9.30718231,-0.02941168,25.88235283,0.24233121,-0.12018993,-0.07137615,-0,-0,24,13.48850918,217.6159668,195.52030945,89,70.19608307,56.07843018,2374,0.24784042,50.52738953,-103.84703064,16,28,11.16790581,-0,118.97999573,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:40 CST 2021,29-Aug.-2021 15:29:39.119,-103.84702996,50.52738817,33.05,3.7900925,633.0979003906,89.8,0.76241314,-1.13240337,8.0572319,-0.02381607,25.88235283,0.22476922,-0.14165461,0.01280568,-0,-0,24,13.48850918,217.6159668,195.52030945,89,70.19608307,56.07843018,2374,0.24784042,50.52738953,-103.84703064,16,28,11.16790581,-0,118.97999573,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:41 CST 2021,29-Aug.-2021 15:29:39.616,-103.84655852,50.52738717,33.11,3.7900925,632.7985839844,89.8,0.50039905,-1.12402844,9.12502956,-0.00656835,25.88235283,0.2712658,-0.12689765,-0.07491291,-0,-0,24,13.48850918,217.6159668,195.52030945,89,70.19608307,56.07843018,2357,0.24784042,50.52738571,-103.84655762,17,28,11.16790581,-0,119.19599915,118,25.09803963,-0,13.88125229
Sun Aug 29 15:29:41 CST 2021,29-Aug.-2021 15:29:40.113,-103.84655852,50.52738717,33.11,3.7900925,632.7985839844,89.8,0.63678992,-1.26879418,9.57757187,-0.01377261,25.88235283,0.2619665,-0.12628786,-0.04917965,-0,-0,24,13.48850918,217.6159668,195.52030945,89,70.19608307,56.07843018,2357,0.24784042,50.52738571,-103.84655762,17,28,11.16790581,-0,119.19599915,117,25.09803963,-0,13.88125229
Sun Aug 29 15:29:42 CST 2021,29-Aug.-2021 15:29:40.615,-103.84609353,50.52738707,33.1,3.7900925,632.4029541016,89.8,0.71455663,-1.21017003,8.98863792,-0.01915677,25.88235283,0.19180997,-0.09238344,-0.08808441,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,56.07843018,2357,0.24784042,50.52738571,-103.84609222,17,28,11.16790581,-0,119.1599884,117,25.09803963,-0,13.88125229
Sun Aug 29 15:29:42 CST 2021,29-Aug.-2021 15:29:41.114,-103.84609353,50.52738707,33.1,3.7900925,632.4029541016,89.8,0.50279188,-0.87637126,9.55842876,-0.00059046,25.88235283,0.1849803,-0.16424739,-0.08649894,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,56.07843018,2357,0.24784042,50.52738571,-103.84609222,17,28,11.16790581,-0,119.1599884,117,25.09803963,-0,13.88125229
Sun Aug 29 15:29:43 CST 2021,29-Aug.-2021 15:29:41.618,-103.84562751,50.52738843,33.07,3.7900925,631.9721679688,89.7,0.50398827,-1.72253323,10.19162941,0.00949244,25.88235283,0.19729809,-0.09140777,-0.06979068,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,56.07843018,2357,0.24784042,50.52738953,-103.84562683,17,28,11.16790581,-0,119.05199432,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:43 CST 2021,29-Aug.-2021 15:29:42.115,-103.84562751,50.52738843,33.07,3.7900925,631.9721679688,89.7,0.22372891,-1.16590285,8.58634472,-0.05208395,25.88235283,0.27382696,-0.1364104,0.01804982,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,56.07843018,2357,0.24784042,50.52738953,-103.84562683,17,28,11.16790581,-0,119.05199432,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:44 CST 2021,29-Aug.-2021 15:29:42.617,-103.84516396,50.52738875,33.1,3.7900925,631.8610839844,89.7,0.02751746,-1.21974134,12.83480167,0.02751268,25.88235283,0.20610957,-0.10714039,0.06905895,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,56.07843018,2357,0.24784042,50.52738953,-103.84516144,17,28,11.16790581,-0,119.1599884,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:44 CST 2021,29-Aug.-2021 15:29:43.115,-103.84516396,50.52738875,33.1,3.7900925,631.8610839844,89.7,0.4657031,-2.15354037,11.45922756,-0.01724031,25.88235283,0.21269532,-0.12848312,-0.12165345,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,56.07843018,2357,0.24784042,50.52738953,-103.84516144,17,28,11.16790581,-0,119.1599884,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:45 CST 2021,29-Aug.-2021 15:29:43.618,-103.84469993,50.52738955,33.05,3.7900925,631.7406005859,89.7,0.27038896,-1.38125682,9.14656448,0.02064713,25.88235283,0.15997884,-0.09823744,0.0393011,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,56.07843018,2357,0.24784042,50.52738953,-103.84470367,16,28,11.16790581,-0,118.97999573,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:45 CST 2021,29-Aug.-2021 15:29:44.115,-103.84469993,50.52738955,33.05,3.7900925,631.7406005859,89.7,0.98763752,-1.35852504,9.62303543,-0.00863146,25.88235283,0.22306179,-0.16034472,0.10031079,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,56.07843018,2357,0.24784042,50.52738953,-103.84470367,16,28,11.16790581,-0,118.97999573,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:46 CST 2021,29-Aug.-2021 15:29:44.613,-103.84423118,50.52738769,33.03,3.7900925,631.0456542969,89.8,0.20817557,-1.70817626,9.05803013,-0.02473566,26.66666794,0.21854934,-0.10457927,-0.06991259,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,56.07843018,2357,0.24784042,50.52738953,-103.84423065,16,28,11.16790581,-0,118.9079895,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:46 CST 2021,29-Aug.-2021 15:29:45.115,-103.84423118,50.52738769,33.03,3.7900925,631.0456542969,89.8,0.30777681,-1.75962198,9.82433128,0.00171971,26.66666794,0.15961297,-0.13714215,0.08335852,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,61.17647171,2357,0.24784042,50.52738953,-103.84423065,16,28,11.16790581,-0,118.9079895,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:47 CST 2021,29-Aug.-2021 15:29:45.616,-103.84376997,50.52739385,33.01,3.7900925,631.6252441406,89.8,0.6870392,-1.17547417,9.35743237,-0.03415318,26.66666794,0.21940304,-0.13994719,-0.04649663,-0,-0,24,13.48850918,217.6159668,195.52030945,89,77.64705658,61.17647171,2357,0.24784042,50.52739334,-103.84377289,15,28,11.16790581,-0,118.83599091,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:47 CST 2021,29-Aug.-2021 15:29:46.116,-103.84376997,50.52739385,33.01,3.7900925,631.6252441406,89.8,0.37238303,-1.14676023,9.30718231,-0.01223701,26.66666794,0.21391493,-0.14409377,-0.04881383,-0,-0,24,13.48850918,217.57614136,198.61927795,89,77.64705658,61.17647171,2357,0.24784042,50.52739334,-103.84377289,15,28,11.45798111,-0,118.83599091,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:48 CST 2021,29-Aug.-2021 15:29:46.615,-103.8433035,50.52739328,33.02,3.7900925,631.365234375,89.8,0.73609209,-1.60049927,10.81286621,0.05484655,26.66666794,0.16461326,-0.14863673,-0.0393011,-0,-0,24,13.48850918,217.57614136,198.61927795,89,77.64705658,61.17647171,2357,0.24784042,50.52739334,-103.84329987,15,28,11.45798111,-0,118.87200165,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:48 CST 2021,29-Aug.-2021 15:29:47.115,-103.8433035,50.52739328,33.02,3.7900925,631.365234375,89.8,0.31854451,-0.92542416,9.48425198,-0.02371439,26.66666794,0.21159773,-0.15680793,-0.05052121,-0,-0,24,13.48850918,217.57614136,198.61927795,89,77.64705658,61.17647171,2393,0.24784042,50.52739334,-103.84329987,15,28,11.45798111,-0,118.87200165,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:49 CST 2021,29-Aug.-2021 15:29:47.612,-103.84283434,50.52739088,33.02,3.7900925,631.6107177734,89.8,0.92901337,-1.45214427,9.12742233,-0.02270276,26.66666794,0.24147749,-0.12189735,0.05076512,-0,-0,24,13.48850918,217.57614136,198.61927795,89,77.64705658,61.17647171,2393,0.24784042,50.52738953,-103.84283447,15,28,11.45798111,-0,118.87200165,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:49 CST 2021,29-Aug.-2021 15:29:48.113,-103.84283434,50.52739088,33.02,3.7900925,631.6107177734,89.8,0.00957129,-1.15992081,10.01336479,0.02472693,26.66666794,0.245868,-0.14692931,0.08689528,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.52738953,-103.84283447,15,28,11.45798111,-0,118.87200165,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:50 CST 2021,29-Aug.-2021 15:29:48.615,-103.8423722,50.52739593,33.04,3.7900925,630.9343261719,89.7,0.16869399,-1.63280237,10.04925728,-0.00010975,26.66666794,0.23672113,-0.19546872,0.16375957,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.52739716,-103.84236908,15,28,11.45798111,-0,118.94400024,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:50 CST 2021,29-Aug.-2021 15:29:49.115,-103.8423722,50.52739593,33.04,3.7900925,630.9343261719,89.7,0.33290145,-1.02711916,9.20877838,-0.03348063,26.66666794,0.27211952,-0.14936846,0.02393431,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.52739716,-103.84236908,15,28,11.45798111,-0,118.94400024,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:51 CST 2021,29-Aug.-2021 15:29:49.616,-103.84190602,50.52739416,33.08,3.7900925,629.9899902344,89.8,1.01754785,-1.04985094,8.71107101,-0.09279311,26.66666794,0.24403864,-0.09982289,-0.03515451,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.52739334,-103.84190369,16,28,11.45798111,-0,119.08800507,117,26.27450943,-0,13.88125229
Sun Aug 29 15:29:51 CST 2021,29-Aug.-2021 15:29:50.114,-103.84190602,50.52739416,33.08,3.7900925,629.9899902344,89.8,0.26321051,-1.61126697,9.83509922,-0.01972585,26.66666794,0.18437052,-0.15180764,-0.03856927,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.52739334,-103.84190369,16,28,11.45798111,-0,119.08800507,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:52 CST 2021,29-Aug.-2021 15:29:50.612,-103.84144439,50.52739866,33,3.7900925,630.2661132813,89.9,0.80668032,-0.87876409,8.52054214,0.01619204,26.66666794,0.23611133,-0.13360536,-0.0879624,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.52739716,-103.84144592,16,28,11.45798111,-0,118.79999542,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:52 CST 2021,29-Aug.-2021 15:29:51.114,-103.84144439,50.52739866,33,3.7900925,630.2661132813,89.9,0.24167509,-1.34536457,9.26889801,-0.01462349,26.66666794,0.30712157,-0.09884723,0.0679613,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.52739716,-103.84144592,16,28,11.45798111,-0,118.79999542,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:53 CST 2021,29-Aug.-2021 15:29:51.614,-103.84097548,50.5274044,33.01,3.7900925,630.5778808594,90.1,0.42263231,-1.07138634,8.84985447,-0.03300874,26.66666794,0.2063535,-0.10726235,-0.1470208,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.52740479,-103.8409729,16,28,11.45798111,-0,118.83599091,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:53 CST 2021,29-Aug.-2021 15:29:52.116,-103.84097548,50.5274044,33.01,3.7900925,630.5778808594,90.1,0.32452658,-0.95653087,9.58235741,0.01400774,26.66666794,0.18156546,-0.1768091,-0.02500143,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.52740479,-103.8409729,16,28,11.45798111,-0,118.83599091,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:54 CST 2021,29-Aug.-2021 15:29:52.616,-103.84051162,50.52740687,32.99,3.7900925,630.5125732422,90,0.34486556,-0.99960166,9.4064846,-0.03072787,26.66666794,0.2297695,-0.14888063,-0.08271827,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.5274086,-103.84051514,16,28,11.45798111,-0,118.76399994,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:54 CST 2021,29-Aug.-2021 15:29:53.117,-103.84051162,50.52740687,32.99,3.7900925,630.5125732422,90,0.24047868,-1.23170543,9.1800642,-0.0065284,26.66666794,0.21306121,-0.13982524,0.07954732,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.5274086,-103.84051514,16,28,11.45798111,-0,118.76399994,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:55 CST 2021,29-Aug.-2021 15:29:53.616,-103.84003739,50.52740983,33.02,3.7900925,630.177734375,90,0.49082774,-0.82462651,9.20877838,-0.0329286,29.01960754,0.20623153,-0.08149865,-0.17839454,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,61.17647171,2393,0.24784042,50.5274086,-103.84003448,16,28,11.45798111,-0,118.87200165,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:55 CST 2021,29-Aug.-2021 15:29:54.116,-103.84003739,50.52740983,33.02,3.7900925,630.177734375,90,0.71934229,-1.46769762,11.09551907,0.01546879,29.01960754,0.2276962,-0.12079973,0.00707362,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,65.09803772,2393,0.24784042,50.5274086,-103.84003448,16,28,11.45798111,-0,118.87200165,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:56 CST 2021,29-Aug.-2021 15:29:54.614,-103.83957835,50.52740774,32.94,3.7900925,630.1704101563,89.9,0.57338011,-0.98644114,10.00618649,0.01449608,29.01960754,0.25721014,-0.0769862,-0.14116673,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,65.09803772,2393,0.24784042,50.5274086,-103.83957672,16,28,11.45798111,-0,118.583992,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:56 CST 2021,29-Aug.-2021 15:29:55.115,-103.83957835,50.52740774,32.94,3.7900925,630.1704101563,89.9,0.11006984,-0.99840528,9.23151016,-0.04496362,29.01960754,0.21550037,-0.11409202,-0.08588911,-0,-0,24,13.48850918,217.57614136,198.61927795,89,81.96078491,65.09803772,2393,0.24784042,50.5274086,-103.83957672,16,28,11.45798111,-0,118.583992,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:57 CST 2021,29-Aug.-2021 15:29:55.615,-103.83911231,50.52740803,32.91,3.7900925,630.3861083984,89.6,0.46331027,-0.80907315,10.12343407,0.04312563,29.01960754,0.18254113,-0.13189794,-0.0369839,-0,-0,24,13.48850918,217.57048035,214.87141418,89,81.96078491,65.09803772,2393,0.24784042,50.5274086,-103.83911133,16,28,12.18317032,-0,118.47599792,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:57 CST 2021,29-Aug.-2021 15:29:56.117,-103.83911231,50.52740803,32.91,3.7900925,630.3861083984,89.6,0.03948157,-1.45692992,10.13061333,0.02035164,29.01960754,0.18949276,-0.09787156,-0.04393551,-0,-0,24,13.48850918,217.57048035,214.87141418,89,81.96078491,65.09803772,2398,0.24784042,50.5274086,-103.83911133,16,28,12.18317032,-0,118.47599792,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:58 CST 2021,29-Aug.-2021 15:29:56.616,-103.83865437,50.52741321,33.01,3.7900925,630.1518554688,89.2,0.63678992,-1.21017003,9.28325462,-0.06941359,29.01960754,0.23428194,-0.0843037,-0.19071235,-0,-0,24,13.48850918,217.57048035,214.87141418,89,87.05882263,65.09803772,2398,0.24784042,50.52741241,-103.83865356,16,28,12.18317032,-0,118.83599091,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:58 CST 2021,29-Aug.-2021 15:29:57.115,-103.83865437,50.52741321,33.01,3.7900925,630.1518554688,89.2,0.38554356,-1.2460624,9.36819935,-0.00149349,29.01960754,0.21537842,-0.12043386,-0.01365932,-0,-0,24,13.48850918,217.57048035,214.87141418,89,87.05882263,65.09803772,2398,0.24784042,50.52741241,-103.83865356,16,28,12.18317032,-0,118.83599091,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:59 CST 2021,29-Aug.-2021 15:29:57.616,-103.83819075,50.52741416,32.99,3.7900925,630.1215820313,89.4,0.04785645,-0.84765744,8.96949577,-0.03996368,29.01960754,0.26233235,-0.09848136,-0.17168684,-0,-0,24,13.48850918,217.57048035,214.87141418,89,87.05882263,65.09803772,2398,0.24784042,50.52741241,-103.83818817,16,28,12.18317032,-0,118.76399994,117,27.84313774,-0,13.88125229
Sun Aug 29 15:29:59 CST 2021,29-Aug.-2021 15:29:58.113,-103.83819075,50.52741416,32.99,3.7900925,630.1215820313,89.4,0.33888352,-1.42462683,10.07438183,-0.00995384,29.01960754,0.29004741,-0.14558776,-0.0918956,-0,-0,24,13.48850918,217.57048035,214.87141418,89,87.05882263,65.09803772,2398,0.24784042,50.52741241,-103.83818817,16,28,12.18317032,-0,118.76399994,117,29.80392265,-0,13.88125229
Sun Aug 29 15:30:00 CST 2021,29-Aug.-2021 15:29:58.616,-103.83772585,50.52741425,33.03,3.7900925,629.6188964844,89.7,0.86081797,-1.52991092,9.77378273,-0.00625577,29.01960754,0.22428137,-0.09128582,-0.04844792,-0,-0,24,13.48850918,217.57048035,214.87141418,89,87.05882263,65.09803772,2398,0.24784042,50.52741241,-103.83772278,16,28,12.18317032,-0,118.9079895,117,29.80392265,-0,13.88125229
Sun Aug 29 15:30:00 CST 2021,29-Aug.-2021 15:29:59.113,-103.83772585,50.52741425,33.03,3.7900925,629.6188964844,89.7,0.57338011,-1.82542455,10.14855862,-0.01688614,29.01960754,0.22074458,-0.14778301,-0.04405742,-0,-0,24,13.48850918,217.57048035,214.87141418,89,87.05882263,65.09803772,2398,0.24784042,50.52741241,-103.83772278,16,28,12.18317032,-0,118.9079895,117,29.80392265,-0,13.88125229
Sun Aug 29 15:30:01 CST 2021,29-Aug.-2021 15:29:59.615,-103.83726514,50.5274109,32.99,3.7900925,629.4176025391,89.8,-0.22851457,-1.26999056,8.67248631,-0.01949538,29.01960754,0.19924942,-0.11945819,-0.03292879,-0,-0,24,13.48850918,217.57048035,214.87141418,89,87.05882263,65.09803772,2398,0.24784042,50.52741241,-103.83726501,16,28,12.18317032,-0,118.76399994,117,29.80392265,-0,13.88125229
Sun Aug 29 15:30:01 CST 2021,29-Aug.-2021 15:30:00.113,-103.83726514,50.5274109,32.99,3.7900925,629.4176025391,89.8,1.16949213,-1.40907347,7.68754101,-0.00436172,29.01960754,0.24318492,-0.11775078,0.04735037,-0,-0,24,13.48850918,217.57048035,214.87141418,89,87.05882263,65.09803772,2398,0.24784042,50.52741241,-103.83726501,16,28,12.18317032,-0,118.76399994,117,29.80392265,-0,13.88125229
Sun Aug 29 15:30:02 CST 2021,29-Aug.-2021 15:30:00.615,-103.83679696,50.52741561,32.98,3.7900925,629.4919433594,89.9,0.59371912,-0.86680001,9.0604229,0.00124621,30.58823586,0.16571088,-0.08552328,0.10909178,-0,-0,24,13.48850918,217.57048035,214.87141418,89,87.05882263,67.05882263,2398,0.24784042,50.52741623,-103.83679962,16,28,12.18317032,-0,118.72799683,117,29.80392265,-0,13.88125229
Sun Aug 29 15:30:02 CST 2021,29-Aug.-2021 15:30:01.112,-103.83679696,50.52741561,32.98,3.7900925,629.4919433594,89.9,0.58414781,-0.50638109,8.27886677,-0.02051732,30.58823586,0.20522538,-0.12811723,-0.08588911,-0,-0,24,13.48850918,217.57728577,220.83351135,89,88.62744904,67.05882263,2367,0.24784042,50.52741623,-103.83679962,16,28,12.32820797,-0,118.72799683,117,29.80392265,-0,14.03816223
